"word","speaker","segment","duration","group","u","speakerID","sessionID"
"pouquinho","Q1","in",0.133222223570945,"dim","com_u","Q","1"
"pouquinho","D2","in",0.100982848290627,"dim","sem_u","D","2"
"pouquinho","E2","in",0.160562694216125,"dim","sem_u","E","2"
"pouquinho","H1","in",0.165155602637029,"dim","sem_u","H","1"
"pouquinho","P1","in",0.164376534933837,"dim","sem_u","P","1"
"pouquinho","H2","in",0.166855531400358,"dim","sem_u","H","2"
"pouquinho","B2","in",0.0797092710004108,"dim","com_u","B","2"
"pouquinho","O2","in",0.134056501227946,"dim","sem_u","O","2"
"pouquinho","C2","in",0.186115427024845,"dim","sem_u","C","2"
"pouquinho","J1","in",0.160181310144353,"dim","sem_u","J","1"
"pouquinho","B1","in",0.0770395824979886,"dim","com_u","B","1"
"sozinho","C1","in",0.221931611864463,"inho","com_u","C","1"
"sozinho","O1","in",0.227686290848034,"inho","sem_u","O","1"
"sozinho","P1","in",0.12661951182838,"inho","com_u","P","1"
"sozinho","B2","in",0.14683286763232,"inho","com_u","B","2"
"sozinho","I1","in",0.180355712583555,"inho","com_u","I","1"
